Center,Center_Code,Center_Name_x,Citizenship,Payment_Type,Is_Aggregate,Donor_Type,Transplant_Count,Payment_Category,Center_Name_y,City,Region,Urban
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,148,Medicaid,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Medicaid,False,Living Donor,21,Medicaid,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Deceased Donor,54,Medicare,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,448,Medicare,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Deceased Donor,423,Medicare,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Living Donor,1,Medicare,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,32,Medicare,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Living Donor,36,Medicare,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,All Primary Payers,False,Deceased Donor,1697,Other,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,US/State Govt Agency,False,Deceased Donor,5,Other,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,All Primary Payers,False,Living Donor,258,Other,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,US/State Govt Agency,False,Living Donor,1,Other,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Other government,False,Deceased Donor,48,Other_Government,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Other government,False,Living Donor,3,Other_Government,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Private insurance,False,Deceased Donor,372,Private_Insurance,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Private insurance,False,Living Donor,124,Private_Insurance,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Unknown,False,Deceased Donor,198,Unknown,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Unknown,False,Living Donor,40,Unknown,Hahnemann University Hospital,Philadelphia,Southeast,True
PAHM-TX1 Hahnemann University Hospital,PAHM-TX1,Hahnemann University Hospital,US_Citizen,Public insurance - Department of VA,False,Deceased Donor,1,VA,Hahnemann University Hospital,Philadelphia,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Public insurance - Medicaid,False,Deceased Donor,18,Medicaid,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Public insurance - Medicaid,False,Living Donor,3,Medicaid,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Public insurance - Medicare & Choice,False,Deceased Donor,192,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,29,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Public insurance - Medicare Unspecified,False,Deceased Donor,69,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Public insurance - Medicare & Choice,False,Living Donor,50,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,10,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Public insurance - Medicare Unspecified,False,Living Donor,22,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,All Primary Payers,False,Deceased Donor,433,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,All Primary Payers,False,Living Donor,206,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Public insurance - Other government,False,Deceased Donor,1,Other_Government,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Private insurance,False,Deceased Donor,124,Private_Insurance,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Private insurance,False,Living Donor,119,Private_Insurance,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,All,Self,False,Living Donor,2,Self_Pay_Uninsured,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Non_Citizen_Resident,Public insurance - Medicare & Choice,False,Deceased Donor,1,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Non_Citizen_Resident,All Primary Payers,False,Deceased Donor,1,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Non_Resident_Alien,Public insurance - Medicaid,False,Deceased Donor,3,Medicaid,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Non_Resident_Alien,Public insurance - Medicare Unspecified,False,Deceased Donor,1,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Non_Resident_Alien,All Primary Payers,False,Deceased Donor,4,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Non_Resident_Alien,All Primary Payers,False,Living Donor,2,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Non_Resident_Alien,Self,False,Living Donor,2,Self_Pay_Uninsured,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Not_Reported,All Primary Payers,False,Living Donor,1,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Not_Reported,Private insurance,False,Living Donor,1,Private_Insurance,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Resident_Alien,Public insurance - Medicaid,False,Deceased Donor,1,Medicaid,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Resident_Alien,Public insurance - Medicare Unspecified,False,Deceased Donor,1,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Resident_Alien,Public insurance - Medicare & Choice,False,Living Donor,1,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Resident_Alien,Public insurance - Medicare Unspecified,False,Living Donor,2,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Resident_Alien,All Primary Payers,False,Deceased Donor,6,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Resident_Alien,All Primary Payers,False,Living Donor,5,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Resident_Alien,Public insurance - Other government,False,Deceased Donor,1,Other_Government,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Resident_Alien,Private insurance,False,Deceased Donor,3,Private_Insurance,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,Resident_Alien,Private insurance,False,Living Donor,2,Private_Insurance,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,14,Medicaid,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Public insurance - Medicaid,False,Living Donor,3,Medicaid,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Deceased Donor,191,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,29,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Deceased Donor,67,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Living Donor,49,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,10,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Living Donor,20,Medicare,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,All Primary Payers,False,Deceased Donor,422,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,All Primary Payers,False,Living Donor,198,Other,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Private insurance,False,Deceased Donor,121,Private_Insurance,The Lankenau Hospital,Wynnewood,Southeast,True
PALH-TX1 The Lankenau Hospital,PALH-TX1,The Lankenau Hospital,US_Citizen,Private insurance,False,Living Donor,116,Private_Insurance,The Lankenau Hospital,Wynnewood,Southeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Medicaid,False,Deceased Donor,65,Medicaid,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Medicaid,False,Living Donor,21,Medicaid,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Medicare & Choice,False,Deceased Donor,221,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,797,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Medicare Unspecified,False,Deceased Donor,146,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Medicare & Choice,False,Living Donor,35,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,120,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Medicare Unspecified,False,Living Donor,35,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,All Primary Payers,False,Deceased Donor,1634,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,US/State Govt Agency,False,Deceased Donor,1,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,All Primary Payers,False,Living Donor,486,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,US/State Govt Agency,False,Living Donor,1,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Other government,False,Deceased Donor,2,Other_Government,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Other government,False,Living Donor,1,Other_Government,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Private insurance,False,Deceased Donor,360,Private_Insurance,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Private insurance,False,Living Donor,264,Private_Insurance,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Unknown,False,Deceased Donor,41,Unknown,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Unknown,False,Living Donor,9,Unknown,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,All,Public insurance - Department of VA,False,Deceased Donor,1,VA,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Not_For_TX,Public insurance - Medicare & Choice,False,Deceased Donor,1,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Not_For_TX,All Primary Payers,False,Deceased Donor,1,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Resident,Public insurance - Medicaid,False,Deceased Donor,5,Medicaid,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Resident,Public insurance - Medicare & Choice,False,Deceased Donor,6,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,22,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,2,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Resident,All Primary Payers,False,Deceased Donor,40,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Resident,All Primary Payers,False,Living Donor,7,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Resident,Private insurance,False,Deceased Donor,7,Private_Insurance,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Citizen_Resident,Private insurance,False,Living Donor,5,Private_Insurance,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Resident_Alien,Public insurance - Medicaid,False,Deceased Donor,3,Medicaid,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Resident_Alien,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,2,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Non_Resident_Alien,All Primary Payers,False,Deceased Donor,5,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Resident_Alien,Public insurance - Medicaid,False,Deceased Donor,1,Medicaid,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Resident_Alien,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,3,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Resident_Alien,Public insurance - Medicare Unspecified,False,Living Donor,1,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Resident_Alien,All Primary Payers,False,Deceased Donor,10,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Resident_Alien,All Primary Payers,False,Living Donor,1,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,Resident_Alien,Private insurance,False,Deceased Donor,6,Private_Insurance,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,56,Medicaid,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Medicaid,False,Living Donor,21,Medicaid,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Deceased Donor,214,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,770,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Deceased Donor,146,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Living Donor,35,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,118,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Living Donor,34,Medicare,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,All Primary Payers,False,Deceased Donor,1578,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,US/State Govt Agency,False,Deceased Donor,1,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,All Primary Payers,False,Living Donor,478,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,US/State Govt Agency,False,Living Donor,1,Other,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Other government,False,Deceased Donor,2,Other_Government,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Other government,False,Living Donor,1,Other_Government,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Private insurance,False,Deceased Donor,347,Private_Insurance,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Private insurance,False,Living Donor,259,Private_Insurance,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Unknown,False,Deceased Donor,41,Unknown,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Unknown,False,Living Donor,9,Unknown,Lehigh Valley Hospital,Allentown,Northeast,True
PALV-TX1 Lehigh Valley Hospital,PALV-TX1,Lehigh Valley Hospital,US_Citizen,Public insurance - Department of VA,False,Deceased Donor,1,VA,Lehigh Valley Hospital,Allentown,Northeast,True
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Public insurance - Medicaid,False,Deceased Donor,6,Medicaid,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Public insurance - Medicaid,False,Living Donor,6,Medicaid,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Public insurance - Medicare & Choice,False,Deceased Donor,14,Medicare,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,27,Medicare,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Public insurance - Medicare & Choice,False,Living Donor,12,Medicare,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,18,Medicare,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,All Primary Payers,False,Deceased Donor,55,Other,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,All Primary Payers,False,Living Donor,70,Other,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Public insurance - Other government,False,Living Donor,1,Other_Government,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Private insurance,False,Deceased Donor,8,Private_Insurance,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Private insurance,False,Living Donor,30,Private_Insurance,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Free Care,False,Living Donor,1,Self_Pay_Uninsured,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Self,False,Living Donor,1,Self_Pay_Uninsured,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,All,Unknown,False,Living Donor,1,Unknown,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,Non_Citizen_Resident,Public insurance - Medicaid,False,Deceased Donor,2,Medicaid,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,Non_Citizen_Resident,Public insurance - Medicaid,False,Living Donor,1,Medicaid,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,1,Medicare,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,Non_Citizen_Resident,All Primary Payers,False,Deceased Donor,2,Other,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,Non_Citizen_Resident,All Primary Payers,False,Living Donor,2,Other,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,4,Medicaid,UPMC Hamot,Erie,Northwest,False
PAPH-TX1 UPMC Hamot,PAPH-TX1,UPMC Hamot,US_Citizen,Public insurance - Medicaid,False,Living Donor,5,Medicaid,UPMC Hamot,Erie,Northwest,False
